bc,sample,Celltype,Phase
749648,NTC,LMPP,G2M
44491,NTC,LMPP,G2M
542098,G13,LMPP,S
443837,G13,LMPP,S
504533,NTC,LMPP,S
678783,G13,LMPP,S
393065,NTC,LMPP,G2M
502368,AZD,LMPP,S
354026,NTC,LMPP,S
620191,G13,LMPP,G2M
593410,NTC,LMPP,S
544248,AZD,LMPP,G2M
79299,G13,LMPP,G2M
106672,G13,LMPP,G2M
209560,NTC,MEP1,S
577800,NTC,LMPP,G2M
820184,AZD,LMPP,G2M
143988,AZD,LMPP,G1
805744,NTC,LMPP,G2M
205963,NTC,LMPP,G2M
814956,AZD,LMPP,G2M
283627,AZD,LMPP,G2M
599991,AZD,LMPP,S
630046,NTC,LMPP,S
195658,G13,LMPP,G2M
351567,G13,LMPP,S
358560,NTC,LMPP,S
516459,NTC,LMPP,G2M
581697,AZD,LMPP,S
773970,G13,LMPP,G2M
140338,NTC,LMPP,S
114933,NTC,LMPP,S
558974,AZD,LMPP,G2M
625826,G13,MEP1,S
459207,AZD,LMPP,S
203023,NTC,LMPP,S
502908,G13,LMPP,G2M
443379,G13,LMPP,G2M
656028,NTC,LMPP,S
211351,AZD,LMPP,S
623619,G13,LMPP,S
312162,NTC,LMPP,G2M
476335,NTC,LMPP,S
843253,G13,LMPP,G1
353393,NTC,MEP1,S
232358,NTC,LMPP,G2M
459692,G13,LMPP,G2M
206768,AZD,MEP1,S
81166,AZD,MEP1,S
479103,G13,MEP1,G2M
538758,NTC,LMPP,G2M
415646,G13,LMPP,G2M
726739,NTC,LMPP,G2M
188295,AZD,LMPP,S
767291,AZD,LMPP,G2M
95248,G13,LMPP,G2M
460194,NTC,LMPP,S
142317,AZD,LMPP,S
578880,NTC,MEP1,G2M
238370,AZD,LMPP,S
527785,G13,LMPP,G2M
270361,AZD,LMPP,G2M
354188,NTC,LMPP,G2M
600895,G13,LMPP,S
237715,NTC,MEP1,G2M
452311,G13,LMPP,S
377044,G13,LMPP,G2M
444622,NTC,LMPP,S
615777,AZD,LMPP,S
412795,G13,CMP,G2M
498804,AZD,CMP,G1
580175,AZD,LMPP,G2M
658007,AZD,LMPP,G1
747311,G13,LMPP,G1
406679,G13,LMPP,G2M
647227,AZD,LMPP,G2M
101404,G13,LMPP,S
401365,G13,LMPP,S
659158,NTC,LMPP,G2M
194923,G13,LMPP,G2M
265786,G13,LMPP,G2M
305778,G13,MEP1,S
190770,G13,LMPP,S
863078,G13,LMPP,S
589069,G13,LMPP,S
68272,G13,LMPP,S
550479,NTC,LMPP,G2M
654830,G13,LMPP,S
127065,NTC,LMPP,G2M
89587,AZD,LMPP,S
634338,NTC,LMPP,G2M
7356,NTC,LMPP,G2M
512447,G13,LMPP,S
612843,NTC,LMPP,G2M
211136,NTC,MEP1,G2M
812890,NTC,MEP1,G2M
256894,NTC,LMPP,G2M
226252,NTC,LMPP,S
472102,NTC,LMPP,S
618974,NTC,LMPP,S
651742,AZD,MEP1,G2M
74430,NTC,LMPP,S
545464,AZD,LMPP,S
138685,G13,LMPP,S
66728,AZD,LMPP,G2M
593965,AZD,LMPP,S
91100,AZD,LMPP,G2M
477436,NTC,LMPP,G1
5017,G13,MEP1,S
755219,G13,LMPP,S
547780,NTC,LMPP,S
554575,G13,LMPP,S
742698,NTC,LMPP,G2M
85253,G13,LMPP,G2M
140529,G13,LMPP,G2M
208047,G13,LMPP,S
503738,NTC,LMPP,G2M
846753,AZD,MEP1,S
206151,G13,LMPP,S
219072,AZD,MEP1,G2M
326283,AZD,LMPP,G2M
435365,G13,LMPP,G2M
2147,NTC,LMPP,S
290514,NTC,LMPP,S
31719,NTC,LMPP,S
141231,AZD,LMPP,S
91524,AZD,LMPP,G2M
726535,NTC,LMPP,G2M
727942,AZD,LMPP,S
93697,AZD,LMPP,G2M
446203,G13,LMPP,S
732676,NTC,LMPP,G1
600361,NTC,LMPP,S
514867,G13,LMPP,S
386726,NTC,LMPP,G2M
568588,AZD,LMPP,G2M
275317,G13,LMPP,S
81004,NTC,CMP,G1
438338,AZD,LMPP,S
306212,AZD,LMPP,G2M
350426,G13,LMPP,S
14275,NTC,LMPP,S
430703,AZD,LMPP,G1
650191,AZD,LMPP,G2M
395272,NTC,LMPP,G2M
614063,AZD,LMPP,G2M
429763,NTC,LMPP,G2M
487240,AZD,LMPP,G1
37347,G13,LMPP,S
723841,AZD,LMPP,S
585885,G13,LMPP,G2M
559677,G13,LMPP,G2M
564303,NTC,LMPP,S
396490,AZD,LMPP,G2M
499734,G13,LMPP,S
880293,NTC,LMPP,S
745660,AZD,LMPP,S
226373,AZD,LMPP,G2M
519330,G13,LMPP,G2M
102533,AZD,LMPP,S
246333,AZD,LMPP,S
461776,AZD,LMPP,S
533247,NTC,LMPP,G2M
444825,NTC,LMPP,S
621567,G13,LMPP,G2M
592836,NTC,LMPP,G2M
803530,G13,LMPP,S
586775,AZD,LMPP,S
847451,AZD,LMPP,S
254570,NTC,LMPP,G2M
540481,G13,LMPP,G2M
465743,G13,LMPP,S
449220,NTC,LMPP,S
76389,NTC,LMPP,G2M
431492,AZD,LMPP,G2M
808397,NTC,LMPP,G2M
42847,NTC,LMPP,S
443374,G13,LMPP,G2M
448065,NTC,LMPP,S
457191,NTC,MEP1,S
306778,AZD,LMPP,G2M
374653,G13,LMPP,G2M
811735,G13,LMPP,G2M
119802,G13,LMPP,S
818299,AZD,LMPP,S
622085,AZD,LMPP,G2M
92055,NTC,LMPP,G2M
564228,G13,LMPP,G1
203167,AZD,CMP,G2M
87606,NTC,LMPP,S
73098,AZD,LMPP,S
210118,NTC,LMPP,G2M
599179,NTC,LMPP,G2M
6438,G13,LMPP,G2M
839407,G13,LMPP,S
697547,NTC,LMPP,G2M
519287,AZD,LMPP,G2M
249934,G13,LMPP,G2M
523330,G13,LMPP,G2M
142946,NTC,LMPP,S
210995,G13,LMPP,S
404863,AZD,LMPP,G2M
321021,NTC,LMPP,G2M
224381,G13,LMPP,G2M
722909,NTC,LMPP,G2M
19119,G13,LMPP,S
606242,NTC,LMPP,S
574401,AZD,MEP1,S
306144,G13,LMPP,G2M
511537,G13,LMPP,S
13944,NTC,LMPP,S
420424,G13,LMPP,G2M
604766,AZD,CMP,G1
540203,G13,LMPP,G2M
166896,AZD,LMPP,S
607848,G13,LMPP,G2M
260319,G13,LMPP,G2M
655519,AZD,LMPP,G2M
63303,NTC,MEP1,G2M
202430,NTC,LMPP,S
621897,AZD,LMPP,S
41980,NTC,LMPP,G2M
267768,AZD,LMPP,S
494192,AZD,LMPP,G2M
579356,G13,LMPP,G2M
802924,AZD,MEP1,G2M
209817,G13,LMPP,G2M
506785,AZD,LMPP,S
411237,G13,LMPP,S
295367,G13,LMPP,G2M
123394,G13,LMPP,G2M
880561,AZD,CMP,G2M
104072,AZD,LMPP,S
124819,NTC,LMPP,S
168816,NTC,LMPP,G2M
272563,AZD,LMPP,G2M
357587,AZD,LMPP,S
654136,NTC,LMPP,S
460671,G13,LMPP,S
865515,G13,LMPP,S
743499,AZD,LMPP,S
611718,AZD,LMPP,G2M
188803,NTC,LMPP,G2M
647091,NTC,LMPP,G2M
561582,AZD,LMPP,G2M
261829,NTC,LMPP,G2M
256607,NTC,LMPP,G2M
170465,G13,MEP1,G2M
585152,NTC,LMPP,S
271811,NTC,LMPP,S
610935,G13,LMPP,S
477574,NTC,LMPP,S
97882,G13,LMPP,G2M
96097,NTC,LMPP,S
464063,G13,LMPP,S
576172,NTC,LMPP,G2M
226433,NTC,LMPP,S
589224,AZD,LMPP,G2M
86139,NTC,LMPP,S
444007,AZD,LMPP,G2M
414158,AZD,LMPP,G2M
146877,NTC,LMPP,S
198444,AZD,LMPP,G2M
454326,G13,LMPP,S
549486,NTC,MEP1,S
351945,AZD,LMPP,S
191408,G13,MEP1,G2M
578000,G13,LMPP,S
590137,G13,LMPP,G2M
161780,AZD,CMP,G2M
428589,AZD,LMPP,S
43749,G13,LMPP,G2M
455457,NTC,LMPP,G2M
275911,AZD,LMPP,G2M
359438,G13,LMPP,G2M
658376,G13,MEP1,S
427325,AZD,LMPP,S
468872,G13,LMPP,G2M
24419,G13,LMPP,G2M
278601,AZD,LMPP,G2M
566971,G13,LMPP,G2M
344795,NTC,LMPP,S
140366,NTC,LMPP,G2M
345144,AZD,LMPP,S
158542,AZD,LMPP,S
257257,AZD,LMPP,G2M
492223,G13,MEP1,G2M
498147,NTC,LMPP,S
549924,NTC,LMPP,S
726909,NTC,LMPP,G2M
6459,AZD,LMPP,S
270747,NTC,MEP1,G2M
109000,NTC,LMPP,S
76796,AZD,MEP1,S
497777,AZD,LMPP,S
209323,G13,LMPP,G2M
877922,NTC,LMPP,G2M
450997,AZD,LMPP,S
536652,AZD,LMPP,S
555348,G13,LMPP,G2M
257593,G13,MEP1,G2M
802887,NTC,MEP1,S
108447,NTC,LMPP,G2M
629406,AZD,LMPP,G1
148036,NTC,LMPP,G2M
3233,AZD,LMPP,S
326713,G13,LMPP,S
257189,G13,MEP1,S
577393,AZD,LMPP,S
80568,NTC,LMPP,G2M
594331,G13,LMPP,S
608959,G13,LMPP,S
754396,G13,MEP1,G2M
456978,G13,LMPP,S
540612,AZD,LMPP,S
108603,AZD,LMPP,G2M
294465,G13,LMPP,S
680259,AZD,LMPP,G2M
658027,AZD,LMPP,S
859465,G13,MEP1,S
211671,NTC,LMPP,S
227050,AZD,LMPP,G2M
488825,AZD,MEP1,G2M
102535,G13,LMPP,S
579541,AZD,LMPP,S
699715,G13,LMPP,S
624135,G13,LMPP,G2M
740439,NTC,LMPP,G2M
612960,G13,LMPP,G2M
470027,G13,LMPP,S
138397,AZD,MEP1,S
680685,AZD,LMPP,G2M
451229,NTC,LMPP,S
468564,NTC,LMPP,S
29783,AZD,LMPP,G2M
160631,G13,LMPP,G2M
496977,AZD,LMPP,S
634937,NTC,LMPP,S
462503,NTC,LMPP,S
90114,G13,MEP1,S
101533,AZD,MEP1,S
722881,NTC,LMPP,S
460515,AZD,LMPP,G2M
449702,G13,HSC/MPP,G1
543098,NTC,LMPP,G2M
252650,AZD,LMPP,G1
322777,G13,LMPP,S
87372,G13,LMPP,G2M
549065,AZD,MEP1,S
511238,G13,LMPP,G2M
2043,AZD,MEP1,S
552012,AZD,LMPP,S
630303,G13,MEP1,G2M
77576,G13,LMPP,S
584904,NTC,LMPP,S
351198,AZD,MEP1,S
464843,G13,LMPP,S
484868,NTC,LMPP,G2M
476063,G13,LMPP,G2M
476030,NTC,LMPP,S
445955,NTC,LMPP,S
426856,G13,LMPP,G1
467190,AZD,LMPP,G2M
237186,NTC,LMPP,G2M
463708,NTC,LMPP,S
455447,G13,LMPP,S
614774,NTC,LMPP,S
635299,AZD,LMPP,G2M
18159,G13,LMPP,G2M
277466,AZD,LMPP,G2M
174427,G13,LMPP,G2M
220518,G13,LMPP,G2M
714337,NTC,LMPP,G2M
260499,AZD,CMP,G2M
151103,G13,LMPP,G2M
90312,NTC,LMPP,G2M
77848,AZD,LMPP,S
156030,G13,LMPP,G2M
427949,AZD,LMPP,G2M
619232,NTC,LMPP,G2M
1284,G13,LMPP,S
740606,G13,LMPP,G2M
402,G13,LMPP,G2M
70720,G13,LMPP,S
604177,G13,MEP1,S
140941,NTC,MEP1,S
445443,G13,MEP1,S
466081,G13,CMP,G2M
615648,NTC,LMPP,S
562678,NTC,LMPP,S
159263,G13,MEP1,S
77797,G13,CMP,G2M
516644,NTC,MEP1,G2M
271938,NTC,LMPP,S
584772,G13,LMPP,G2M
503477,NTC,LMPP,S
587528,NTC,MEP1,S
188355,AZD,LMPP,S
412213,NTC,LMPP,S
106222,AZD,LMPP,S
701473,G13,LMPP,S
238062,G13,LMPP,S
456928,NTC,LMPP,G2M
530887,G13,MEP1,S
573259,G13,LMPP,S
743772,AZD,LMPP,G2M
11763,AZD,LMPP,G2M
143329,NTC,LMPP,S
167624,NTC,LMPP,G2M
816488,NTC,LMPP,G2M
454786,NTC,LMPP,S
544120,G13,LMPP,S
87018,AZD,LMPP,S
431037,G13,LMPP,G2M
103429,AZD,LMPP,S
741355,G13,LMPP,G1
236705,G13,LMPP,G2M
805771,G13,MEP1,S
602968,G13,MEP1,G2M
648656,NTC,LMPP,G2M
514329,NTC,MEP1,G2M
150129,NTC,LMPP,S
716342,AZD,MEP1,S
506817,AZD,LMPP,S
273886,G13,LMPP,S
620863,AZD,MEP1,S
578121,AZD,LMPP,G2M
73452,AZD,LMPP,S
37228,AZD,MEP1,G2M
276991,NTC,LMPP,S
258795,AZD,MEP1,S
309275,NTC,LMPP,S
620452,NTC,LMPP,S
487376,G13,MEP1,G2M
506584,G13,LMPP,G1
439220,G13,LMPP,G2M
458625,NTC,LMPP,S
731391,NTC,LMPP,S
834533,NTC,MEP1,G2M
75227,AZD,CMP,G1
270934,AZD,LMPP,G2M
351886,AZD,LMPP,S
715762,NTC,MEP1,S
143292,G13,LMPP,S
14496,AZD,MEP1,S
545224,AZD,LMPP,S
617959,G13,LMPP,S
653358,G13,MEP1,S
592008,NTC,LMPP,G2M
635685,G13,LMPP,G1
139508,NTC,LMPP,S
626263,AZD,LMPP,S
408621,NTC,LMPP,S
698332,NTC,LMPP,G2M
568353,AZD,LMPP,G2M
492895,G13,LMPP,G1
142847,G13,LMPP,G2M
755989,AZD,LMPP,S
234865,NTC,LMPP,G2M
705897,G13,LMPP,S
728469,AZD,LMPP,G1
204216,NTC,LMPP,G2M
143435,G13,LMPP,G2M
27440,G13,LMPP,G2M
188566,G13,MEP1,S
296812,AZD,LMPP,G2M
517141,NTC,LMPP,S
534369,G13,LMPP,S
117654,AZD,LMPP,S
777023,NTC,LMPP,S
227354,AZD,LMPP,G1
714637,AZD,LMPP,G2M
467809,AZD,LMPP,G2M
353269,NTC,CMP,G1
40871,AZD,LMPP,S
139668,G13,LMPP,S
456092,G13,LMPP,G2M
396003,NTC,LMPP,G2M
448537,NTC,LMPP,S
513079,G13,LMPP,S
806251,AZD,MEP1,S
662147,G13,LMPP,S
518530,G13,LMPP,G2M
302049,NTC,LMPP,G2M
192664,G13,LMPP,G2M
149690,NTC,LMPP,G1
435597,AZD,LMPP,S
90146,G13,LMPP,S
523326,NTC,LMPP,S
688714,NTC,LMPP,S
111126,AZD,LMPP,G2M
628822,G13,MEP1,G1
557401,AZD,LMPP,S
204092,G13,LMPP,S
207400,NTC,LMPP,S
262633,NTC,MEP1,S
708997,NTC,LMPP,G1
328975,G13,LMPP,S
397180,AZD,LMPP,G2M
827832,AZD,LMPP,G2M
7622,G13,LMPP,S
186384,G13,LMPP,S
501055,G13,LMPP,S
704850,G13,LMPP,G1
830785,G13,LMPP,G2M
584260,AZD,LMPP,S
107733,NTC,LMPP,G2M
475554,AZD,LMPP,S
270139,AZD,LMPP,S
448464,NTC,LMPP,S
859588,NTC,LMPP,S
421056,NTC,LMPP,S
97837,AZD,LMPP,G2M
477695,AZD,LMPP,G2M
353813,NTC,LMPP,G2M
492705,G13,MEP1,G2M
662183,AZD,LMPP,G2M
455909,NTC,LMPP,S
261368,AZD,LMPP,G2M
198696,NTC,LMPP,G2M
309808,NTC,LMPP,G2M
98040,AZD,LMPP,G2M
536628,G13,LMPP,S
148361,NTC,MEP1,G2M
581298,G13,LMPP,S
560528,G13,LMPP,G2M
139992,G13,LMPP,G2M
458623,AZD,LMPP,S
201059,NTC,LMPP,S
362637,AZD,LMPP,S
858081,AZD,LMPP,S
428491,NTC,LMPP,G2M
77768,G13,LMPP,S
200967,G13,LMPP,G2M
841732,AZD,LMPP,S
223110,AZD,LMPP,G2M
632378,AZD,LMPP,S
469745,AZD,LMPP,G1
251835,NTC,LMPP,S
107745,NTC,LMPP,G2M
490353,NTC,LMPP,G2M
293841,NTC,LMPP,G2M
762663,AZD,LMPP,G2M
579194,AZD,LMPP,S
600055,NTC,LMPP,S
3111,NTC,LMPP,S
473269,NTC,LMPP,S
311965,G13,MEP1,G2M
860753,NTC,LMPP,G2M
433032,G13,MEP1,S
841393,NTC,LMPP,S
380841,NTC,LMPP,S
515868,G13,LMPP,S
657067,G13,MEP1,S
218620,G13,LMPP,G2M
93216,AZD,LMPP,G1
537009,NTC,LMPP,S
550552,AZD,LMPP,S
821145,G13,LMPP,S
144182,NTC,LMPP,G1
453573,NTC,LMPP,S
192277,NTC,LMPP,S
858417,NTC,LMPP,S
14416,G13,LMPP,S
497846,AZD,LMPP,G2M
800974,NTC,LMPP,S
419857,G13,LMPP,G2M
1961,AZD,LMPP,G2M
86637,G13,LMPP,S
311784,AZD,LMPP,G2M
575069,AZD,LMPP,S
477424,NTC,LMPP,S
428004,G13,LMPP,S
514968,NTC,LMPP,S
250178,G13,HSC/MPP,G1
463003,AZD,MEP1,G2M
647973,G13,LMPP,S
774609,AZD,LMPP,G2M
138758,G13,LMPP,G1
381011,G13,LMPP,G2M
317416,G13,LMPP,S
188723,G13,CMP,G2M
262507,AZD,LMPP,G2M
492468,G13,LMPP,G2M
722476,G13,MEP1,S
9714,NTC,LMPP,S
701480,AZD,LMPP,G2M
441455,AZD,LMPP,G2M
1092,NTC,LMPP,G2M
144241,G13,MEP1,S
349223,G13,MEP1,G2M
560345,NTC,LMPP,S
159294,NTC,MEP1,S
138641,G13,LMPP,S
844917,G13,LMPP,G2M
141698,NTC,LMPP,S
478910,AZD,LMPP,G2M
108042,G13,LMPP,G2M
255522,AZD,LMPP,G2M
317607,NTC,LMPP,G2M
503127,AZD,CMP,G1
563619,G13,LMPP,S
329854,NTC,LMPP,S
30915,G13,LMPP,G2M
539601,AZD,MEP1,S
83886,G13,LMPP,S
645236,G13,LMPP,G2M
369051,NTC,LMPP,G2M
149347,AZD,LMPP,S
652178,NTC,LMPP,S
762102,G13,LMPP,S
600826,NTC,LMPP,G2M
616323,AZD,LMPP,S
30051,G13,LMPP,G2M
857405,AZD,LMPP,G2M
153319,G13,MEP1,S
208814,G13,MEP1,S
272198,G13,MEP1,S
791302,AZD,LMPP,S
229009,NTC,LMPP,G2M
139979,G13,LMPP,G2M
266991,NTC,LMPP,S
808781,AZD,LMPP,S
212084,NTC,LMPP,S
708890,G13,LMPP,G2M
13695,NTC,LMPP,G2M
32538,G13,CMP,G2M
505941,AZD,LMPP,S
469905,G13,LMPP,S
173169,NTC,LMPP,S
434673,G13,LMPP,G2M
97727,AZD,LMPP,G2M
86608,NTC,LMPP,G1
538765,G13,LMPP,S
108641,AZD,LMPP,S
304826,NTC,LMPP,S
26523,NTC,MEP1,S
611068,AZD,LMPP,G2M
56663,NTC,LMPP,G1
80968,AZD,LMPP,S
525683,G13,MEP1,S
46314,G13,LMPP,S
58630,NTC,LMPP,S
157576,AZD,LMPP,S
35303,AZD,LMPP,G2M
617311,G13,LMPP,G2M
564240,G13,LMPP,S
496601,NTC,LMPP,G2M
552027,NTC,LMPP,G2M
188255,NTC,LMPP,S
280937,G13,LMPP,S
659294,AZD,MEP1,G2M
208452,AZD,LMPP,S
4428,AZD,LMPP,S
356988,G13,MEP1,G2M
565490,AZD,LMPP,S
612800,AZD,LMPP,S
725963,NTC,LMPP,G2M
753176,AZD,LMPP,S
109094,G13,LMPP,S
847355,NTC,LMPP,S
625761,G13,LMPP,G2M
507959,NTC,LMPP,S
445209,AZD,LMPP,G2M
467978,NTC,LMPP,G2M
323522,NTC,LMPP,S
778719,AZD,LMPP,G2M
536377,NTC,LMPP,G1
583775,AZD,LMPP,S
81091,AZD,LMPP,G2M
780444,NTC,LMPP,G2M
95747,AZD,LMPP,G2M
218052,G13,CMP,G2M
589362,NTC,LMPP,S
317011,G13,MEP1,G2M
249725,G13,LMPP,S
13906,AZD,LMPP,S
428271,AZD,LMPP,G2M
650953,G13,MEP1,S
424534,G13,LMPP,G1
387655,G13,LMPP,G2M
199696,NTC,LMPP,G2M
306162,G13,LMPP,G2M
775588,AZD,LMPP,G2M
588887,NTC,LMPP,S
2,G13,LMPP,S
146390,AZD,LMPP,G2M
352533,G13,LMPP,S
649694,NTC,LMPP,G2M
588186,NTC,LMPP,G2M
479102,G13,LMPP,S
508235,NTC,LMPP,G2M
819842,AZD,LMPP,S
119554,G13,LMPP,G2M
342911,G13,LMPP,S
75833,AZD,LMPP,S
17225,NTC,MEP1,G2M
495287,NTC,LMPP,G2M
565990,NTC,LMPP,G1
98688,NTC,MEP1,S
161733,NTC,LMPP,G2M
97445,NTC,LMPP,G2M
476085,G13,MEP1,S
522992,NTC,MEP1,S
554881,G13,LMPP,S
298402,NTC,LMPP,G2M
797547,NTC,LMPP,G2M
76130,AZD,LMPP,G2M
226386,NTC,LMPP,G1
202708,NTC,LMPP,S
605302,AZD,LMPP,S
228094,NTC,LMPP,G2M
58600,G13,MEP1,G2M
557149,AZD,MEP1,G2M
650627,NTC,LMPP,S
656580,G13,LMPP,S
204773,AZD,MEP1,S
396321,NTC,LMPP,S
55741,G13,LMPP,S
583539,AZD,LMPP,G2M
10441,G13,LMPP,G2M
611445,NTC,LMPP,S
623017,G13,LMPP,S
279147,AZD,LMPP,S
18589,G13,LMPP,S
476445,G13,LMPP,S
475674,NTC,LMPP,S
535763,AZD,LMPP,S
537615,NTC,LMPP,S
629912,NTC,LMPP,G1
223030,G13,LMPP,S
514908,G13,MEP1,S
451635,NTC,LMPP,G2M
751951,G13,LMPP,G2M
88392,NTC,LMPP,S
235177,G13,LMPP,G2M
859612,G13,MEP1,G2M
867830,NTC,LMPP,S
782011,G13,LMPP,G2M
142903,G13,LMPP,G2M
611186,G13,LMPP,S
143897,NTC,MEP1,S
557186,G13,LMPP,S
499159,G13,LMPP,G1
791317,NTC,LMPP,G2M
796251,G13,LMPP,G2M
445824,NTC,LMPP,S
358552,AZD,LMPP,S
204947,AZD,LMPP,G1
470140,G13,LMPP,S
868848,AZD,LMPP,S
4818,G13,LMPP,G2M
154134,G13,MEP1,S
838933,G13,LMPP,G2M
716651,G13,LMPP,G2M
720990,AZD,MEP1,G2M
622517,NTC,LMPP,S
775087,AZD,MEP1,G2M
274976,AZD,LMPP,G2M
584213,NTC,LMPP,S
446119,G13,LMPP,S
464718,AZD,LMPP,S
85789,G13,LMPP,S
42106,AZD,LMPP,G2M
518283,G13,LMPP,G1
114766,AZD,LMPP,G2M
168456,G13,LMPP,S
445052,G13,LMPP,S
260083,NTC,LMPP,G2M
572806,G13,LMPP,S
51816,NTC,LMPP,S
678209,G13,LMPP,S
558013,AZD,LMPP,S
701141,AZD,LMPP,G2M
475842,G13,LMPP,G2M
506680,NTC,LMPP,G1
477994,AZD,LMPP,G2M
197937,NTC,LMPP,G1
847464,NTC,LMPP,G1
98282,AZD,LMPP,G1
203437,AZD,MEP1,S
1215,NTC,HSC/MPP,G1
354783,AZD,LMPP,S
508022,G13,LMPP,S
224839,G13,MEP1,S
534674,G13,LMPP,G2M
354393,G13,LMPP,S
380053,NTC,LMPP,S
663255,NTC,MEP1,S
260465,G13,LMPP,S
841602,AZD,LMPP,G2M
442728,G13,LMPP,G1
231386,NTC,LMPP,S
580546,G13,LMPP,S
25808,NTC,LMPP,S
600176,NTC,MEP1,S
223287,G13,LMPP,G2M
273352,AZD,LMPP,S
851304,G13,LMPP,G2M
209309,NTC,LMPP,S
549008,G13,LMPP,S
36312,G13,LMPP,S
315429,NTC,LMPP,G2M
82153,G13,LMPP,S
143141,G13,LMPP,S
139772,G13,LMPP,S
647351,AZD,MEP1,G2M
321067,NTC,LMPP,S
852299,NTC,MEP1,G2M
512197,NTC,LMPP,S
110400,NTC,LMPP,S
82543,NTC,LMPP,S
552160,NTC,LMPP,S
98590,NTC,LMPP,G1
540496,NTC,LMPP,S
504409,NTC,LMPP,S
409619,NTC,LMPP,S
881158,G13,LMPP,G2M
42148,NTC,LMPP,S
840494,NTC,MEP1,G2M
144100,NTC,LMPP,S
864477,NTC,LMPP,G2M
831599,NTC,LMPP,S
203657,G13,LMPP,S
222517,NTC,LMPP,G2M
147426,NTC,LMPP,S
704302,AZD,LMPP,S
452878,AZD,LMPP,S
779991,G13,LMPP,S
171300,G13,LMPP,G2M
425679,AZD,LMPP,G2M
5031,NTC,MEP1,S
163802,G13,LMPP,S
462159,NTC,MEP1,S
609771,AZD,LMPP,S
597032,G13,LMPP,S
358446,NTC,MEP1,S
521932,AZD,LMPP,G2M
463727,AZD,LMPP,S
77715,G13,LMPP,G2M
471804,AZD,CMP,G2M
168582,NTC,LMPP,S
345999,NTC,LMPP,G2M
353200,NTC,LMPP,G2M
839564,NTC,MEP1,S
562283,NTC,LMPP,S
624439,AZD,LMPP,S
817624,G13,LMPP,G2M
359267,AZD,LMPP,S
614102,AZD,MEP1,S
632871,AZD,LMPP,S
816822,G13,LMPP,S
123899,G13,LMPP,G2M
443232,AZD,LMPP,S
316469,AZD,LMPP,S
590826,NTC,LMPP,G2M
862872,AZD,LMPP,S
63544,NTC,LMPP,S
199784,AZD,LMPP,G2M
225596,AZD,LMPP,G1
471519,NTC,LMPP,G2M
276873,G13,LMPP,S
617545,NTC,LMPP,S
8673,AZD,MEP1,S
75285,G13,LMPP,S
204358,AZD,LMPP,S
408089,G13,LMPP,S
43405,AZD,CMP,G2M
591980,NTC,LMPP,S
256174,AZD,MEP1,G2M
9721,G13,LMPP,G2M
319276,NTC,LMPP,G2M
243448,G13,LMPP,G2M
459970,NTC,LMPP,S
477009,G13,LMPP,S
18165,NTC,LMPP,S
538267,NTC,LMPP,G2M
295286,AZD,LMPP,G2M
63415,NTC,LMPP,G2M
13364,AZD,LMPP,G2M
226381,G13,MEP1,G2M
42731,G13,LMPP,S
81815,G13,LMPP,G2M
651999,AZD,LMPP,G2M
498052,NTC,LMPP,G1
675930,NTC,LMPP,G2M
64950,G13,LMPP,S
396633,AZD,LMPP,S
351549,G13,LMPP,S
523880,G13,LMPP,S
814500,AZD,LMPP,S
45818,G13,LMPP,S
466093,NTC,LMPP,G2M
537390,NTC,LMPP,G2M
203833,AZD,MEP1,S
549637,G13,LMPP,S
663883,G13,LMPP,G2M
210888,G13,LMPP,S
46057,NTC,LMPP,S
625401,NTC,LMPP,G2M
272063,NTC,LMPP,G2M
543700,AZD,LMPP,S
172481,AZD,LMPP,G2M
429841,NTC,LMPP,S
459681,AZD,LMPP,S
723933,NTC,LMPP,G2M
495052,NTC,LMPP,S
67834,NTC,LMPP,S
425246,G13,MEP1,S
174044,AZD,LMPP,S
321573,NTC,LMPP,G2M
712057,G13,CMP,G2M
462212,NTC,LMPP,G2M
638166,G13,LMPP,G2M
564426,NTC,LMPP,G2M
753168,NTC,CMP,G1
208389,NTC,LMPP,S
577406,AZD,LMPP,G2M
78027,AZD,LMPP,S
410977,NTC,LMPP,S
492492,NTC,LMPP,S
593555,G13,MEP1,S
392426,G13,LMPP,G2M
73910,AZD,LMPP,S
443970,NTC,MEP1,G2M
392595,AZD,LMPP,S
773683,NTC,MEP1,G2M
91027,G13,LMPP,S
100427,AZD,LMPP,S
612126,G13,LMPP,G2M
794008,NTC,MEP1,S
107218,NTC,LMPP,S
227211,NTC,LMPP,S
450260,G13,LMPP,S
776330,AZD,LMPP,S
500685,G13,MEP1,S
95842,NTC,MEP1,S
842179,NTC,LMPP,S
510011,NTC,LMPP,G2M
569607,G13,LMPP,S
780668,G13,LMPP,G2M
518044,AZD,LMPP,G2M
146333,AZD,LMPP,S
583990,NTC,LMPP,S
796140,G13,LMPP,G2M
436202,NTC,LMPP,S
842702,G13,LMPP,S
413651,AZD,LMPP,G2M
74675,NTC,LMPP,G2M
454761,NTC,MEP1,S
174836,NTC,LMPP,S
740724,AZD,LMPP,G2M
812164,NTC,LMPP,G2M
816309,G13,LMPP,G2M
589483,AZD,LMPP,S
107391,NTC,LMPP,S
134342,AZD,LMPP,G1
138957,AZD,LMPP,S
794950,NTC,LMPP,G2M
360937,G13,CMP,G2M
236470,G13,MEP1,G2M
